city,sale_month,avg_price,sales_count
Benson,2019-04,189900.0,1
Benson,2019-06,950000.0,1
Benson,2019-08,187000.0,1
Benson,2020-04,189000.0,1
Benson,2020-08,299000.0,1
Benson,2021-07,159950.0,2
Benson,2021-10,580000.0,1
Benson,2021-11,185124.75,4
Benson,2021-12,204650.0,6
Benson,2022-02,232357.75,4
Benson,2022-03,257750.0,2
Benson,2022-04,222237.5,8
Bisbee,1995-06,950000.0,1
Bisbee,1995-08,285000.0,1
Bisbee,2000-04,190000.0,1
Bisbee,2001-01,150000.0,1
Bisbee,2006-12,107875.0,1
Bisbee,2007-01,196000.0,1
Bisbee,2014-12,99900.0,1
Bisbee,2016-04,298000.0,1
Bisbee,2017-12,195000.0,1
Bisbee,2018-10,205000.0,1
Bisbee,2019-04,219000.0,1
Bisbee,2020-01,435000.0,1
Bisbee,2020-09,265000.0,1
Bisbee,2021-11,189250.0,2
Bisbee,2021-12,265000.0,1
Bisbee,2022-01,245000.0,2
Bisbee,2022-02,160000.0,1
Bisbee,2022-03,189450.0,2
Bisbee,2022-04,321200.0,5
Bisbee,2022-05,250000.0,1
Black Canyon City,1989-09,250000.0,1
Black Canyon City,1996-11,249900.0,1
Black Canyon City,2001-06,165000.0,1
Black Canyon City,2010-07,410000.0,1
Black Canyon City,2012-04,325900.0,1
Black Canyon City,2017-01,895000.0,1
Black Canyon City,2020-09,510000.0,1
Black Canyon City,2021-01,329000.0,1
Black Canyon City,2021-06,399950.0,2
Black Canyon City,2021-11,262966.6666666667,3
Black Canyon City,2022-03,139900.0,1
Black Canyon City,2022-04,358350.0,8
Bouse,2011-12,97000.0,1
Bouse,2021-11,149900.0,1
Bouse,2021-12,129950.0,2
Bouse,2022-04,118250.0,2
Bouse,2022-05,99250.0,2
Bowie,2022-01,95000.0,1
Brenda,2013-04,150000.0,1
Buckeye,1979-07,595000.0,1
Buckeye,1980-02,550000.0,1
Buckeye,1981-03,425000.0,1
Buckeye,1981-06,379000.0,1
Buckeye,1987-11,260000.0,1
Buckeye,1995-12,195000.0,1
Buckeye,2001-01,324900.0,1
Buckeye,2001-08,550000.0,1
Buckeye,2002-09,349000.0,1
Buckeye,2003-10,425000.0,1
Buckeye,2004-07,1100000.0,1
Buckeye,2004-08,4250000.0,1
Buckeye,2004-10,575000.0,1
Buckeye,2005-03,380000.0,1
Buckeye,2006-02,409966.6666666667,3
Buckeye,2006-06,499900.0,1
Buckeye,2006-07,380000.0,1
Buckeye,2006-08,444900.0,2
Buckeye,2006-10,449990.0,1
Buckeye,2006-11,445000.0,1
Buckeye,2006-12,400000.0,1
Buckeye,2007-01,402500.0,2
Buckeye,2007-03,587450.0,2
Buckeye,2007-09,549500.0,1
Buckeye,2007-10,539000.0,1
Buckeye,2008-02,419900.0,1
Buckeye,2008-03,435000.0,2
Buckeye,2008-05,395000.0,1
Buckeye,2008-06,489900.0,1
Buckeye,2008-09,370000.0,1
Buckeye,2008-10,415500.0,2
Buckeye,2008-12,430000.0,1
Buckeye,2009-01,459000.0,1
Buckeye,2009-04,825000.0,2
Buckeye,2009-05,382000.0,2
Buckeye,2009-07,440000.0,1
Buckeye,2009-09,404500.0,2
Buckeye,2009-10,599000.0,1
Buckeye,2009-11,2152999.0,1
Buckeye,2009-12,402770.0,1
Buckeye,2010-04,465000.0,2
Buckeye,2010-05,400000.0,1
Buckeye,2010-06,548333.3333333334,3
Buckeye,2010-07,859500.0,2
Buckeye,2010-09,942450.0,2
Buckeye,2010-12,912500.0,2
Buckeye,2011-03,709497.5,4
Buckeye,2011-04,415000.0,1
Buckeye,2011-05,435000.0,1
Buckeye,2011-08,447500.0,2
Buckeye,2011-11,1395000.0,2
Buckeye,2011-12,860000.0,2
Buckeye,2012-01,462405.0,2
Buckeye,2012-03,372450.0,2
Buckeye,2012-05,1386900.0,1
Buckeye,2012-06,429950.0,2
Buckeye,2012-07,470000.0,1
Buckeye,2012-08,460000.0,1
Buckeye,2012-09,554950.0,2
Buckeye,2012-11,775000.0,1
Buckeye,2012-12,409000.0,1
Buckeye,2013-01,445000.0,1
Buckeye,2013-02,479000.0,1
Buckeye,2013-03,567500.0,2
Buckeye,2013-05,447333.3333333333,3
Buckeye,2013-06,453333.3333333333,3
Buckeye,2013-07,582500.0,2
Buckeye,2013-10,450000.0,2
Buckeye,2013-11,415000.0,1
Buckeye,2014-01,350000.0,1
Buckeye,2014-02,553885.0,2
Buckeye,2014-03,425000.0,2
Buckeye,2014-04,547450.0,2
Buckeye,2014-05,375000.0,1
Buckeye,2014-06,789500.0,1
Buckeye,2014-07,515000.0,1
Buckeye,2014-08,498770.0,1
Buckeye,2014-09,500000.0,1
Buckeye,2014-12,481960.0,5
Buckeye,2015-02,530000.0,1
Buckeye,2015-04,469000.0,2
Buckeye,2015-05,472500.0,2
Buckeye,2015-06,645000.0,2
Buckeye,2015-07,450000.0,1
Buckeye,2015-08,402388.5,2
Buckeye,2015-09,535375.0,4
Buckeye,2015-10,407500.0,2
Buckeye,2015-11,416233.3333333333,3
Buckeye,2015-12,366000.0,2
Buckeye,2016-01,365000.0,1
Buckeye,2016-03,349000.0,1
Buckeye,2016-04,564999.6666666666,3
Buckeye,2016-06,518950.0,2
Buckeye,2016-07,549900.0,1
Buckeye,2016-08,440000.0,1
Buckeye,2016-09,407450.0,2
Buckeye,2016-10,445000.0,1
Buckeye,2016-11,455750.0,4
Buckeye,2016-12,552299.6666666666,3
Buckeye,2017-02,397450.0,2
Buckeye,2017-03,604999.6666666666,3
Buckeye,2017-04,779949.5,2
Buckeye,2017-05,586333.3333333334,3
Buckeye,2017-06,440780.9,10
Buckeye,2017-07,479500.0,4
Buckeye,2017-08,532450.0,2
Buckeye,2017-09,646000.0,4
Buckeye,2017-10,549966.6666666666,3
Buckeye,2017-11,595833.3333333334,3
Buckeye,2017-12,569999.75,4
Buckeye,2018-01,377333.3333333333,3
Buckeye,2018-02,683000.0,3
Buckeye,2018-03,486333.3333333333,6
Buckeye,2018-04,542375.0,4
Buckeye,2018-05,396666.6666666667,3
Buckeye,2018-06,537153.1428571428,7
Buckeye,2018-07,524799.8,5
Buckeye,2018-08,582925.6666666666,3
Buckeye,2018-09,571750.0,2
Buckeye,2018-10,419950.0,2
Buckeye,2018-11,563475.0,4
Buckeye,2018-12,575800.0,5
Buckeye,2019-01,650100.0,1
Buckeye,2019-02,518000.0,4
Buckeye,2019-03,444000.0,1
Buckeye,2019-04,560500.0,6
Buckeye,2019-05,422450.0,2
Buckeye,2019-06,547111.6666666666,6
Buckeye,2019-07,820800.0,5
Buckeye,2019-08,550000.0,4
Buckeye,2019-09,535515.6666666666,6
Buckeye,2019-10,807995.0,2
Buckeye,2019-11,734285.7142857143,7
Buckeye,2019-12,487500.0,2
Buckeye,2020-01,550000.0,1
Buckeye,2020-02,572249.75,4
Buckeye,2020-03,547475.0,4
Buckeye,2020-04,438475.0,4
Buckeye,2020-05,594633.3333333334,3
Buckeye,2020-06,445000.0,2
Buckeye,2020-07,425969.0,3
Buckeye,2020-08,610000.0,1
Buckeye,2020-09,1199000.0,1
Buckeye,2020-10,456852.5,8
Buckeye,2020-11,433215.8333333333,6
Buckeye,2020-12,572474.75,4
Buckeye,2021-02,474089.375,8
Buckeye,2021-03,517279.0909090909,11
Buckeye,2021-04,477101.76470588235,17
Buckeye,2021-05,447500.0,2
Buckeye,2021-06,444800.0,3
Buckeye,2021-07,747400.0,3
Buckeye,2021-08,468333.3333333333,3
Buckeye,2021-09,589129.1428571428,7
Buckeye,2021-10,482000.0,3
Buckeye,2021-11,382052.6271186441,59
Buckeye,2021-12,433915.6206896552,58
Buckeye,2022-01,427617.3015873016,63
Buckeye,2022-02,444028.9,100
Buckeye,2022-03,460650.05188679247,212
Buckeye,2022-04,457025.9138755981,209
Buckeye,2022-05,501891.6666666667,12
Bullhead,2022-04,119900.0,1
Bullhead City,1985-10,215000.0,1
Bullhead City,1986-08,129700.0,1
Bullhead City,1987-11,199000.0,1
Bullhead City,1988-06,149900.0,1
Bullhead City,1990-01,355000.0,1
Bullhead City,1990-04,189500.0,1
Bullhead City,1990-05,191000.0,1
Bullhead City,1990-08,139900.0,1
Bullhead City,1991-05,320000.0,1
Bullhead City,1992-04,219900.0,1
Bullhead City,1992-07,99000.0,1
Bullhead City,1992-11,74640.0,1
Bullhead City,1993-12,330000.0,1
Bullhead City,1994-06,995000.0,1
Bullhead City,1994-09,265000.0,1
Bullhead City,1994-10,249000.0,1
Bullhead City,1995-09,210000.0,1
Bullhead City,1996-02,104900.0,1
Bullhead City,1996-07,119900.0,1
Bullhead City,1997-01,314900.0,1
Bullhead City,1997-04,224900.0,1
Bullhead City,1997-07,299000.0,1
Bullhead City,1997-10,449000.0,1
Bullhead City,1998-03,144900.0,1
Bullhead City,1999-04,259000.0,1
Bullhead City,1999-06,479900.0,1
Bullhead City,1999-07,129900.0,1
Bullhead City,1999-11,159900.0,1
Bullhead City,2000-03,350000.0,1
Bullhead City,2000-04,160000.0,1
Bullhead City,2000-12,199900.0,1
Bullhead City,2001-02,147450.0,2
Bullhead City,2001-03,79900.0,1
Bullhead City,2001-07,375000.0,1
Bullhead City,2001-11,315000.0,1
Bullhead City,2002-01,98900.0,1
Bullhead City,2002-02,119000.0,1
Bullhead City,2002-05,169000.0,1
Bullhead City,2002-12,423950.0,2
Bullhead City,2003-01,335000.0,1
Bullhead City,2003-10,3554450.0,2
Bullhead City,2003-11,149900.0,1
Bullhead City,2004-01,193000.0,1
Bullhead City,2004-04,215000.0,1
Bullhead City,2004-10,227450.0,2
Bullhead City,2004-11,349900.0,1
Bullhead City,2004-12,199000.0,1
Bullhead City,2005-01,184945.0,2
Bullhead City,2005-02,411633.3333333333,3
Bullhead City,2005-05,271633.3333333333,3
Bullhead City,2005-06,249900.0,1
Bullhead City,2005-07,405250.0,2
Bullhead City,2005-08,299900.0,1
Bullhead City,2005-09,169900.0,1
Bullhead City,2005-10,165900.0,1
Bullhead City,2005-11,368666.6666666667,3
Bullhead City,2005-12,207450.0,2
Bullhead City,2006-02,89450.0,2
Bullhead City,2006-03,333725.0,8
Bullhead City,2006-04,313300.0,3
Bullhead City,2006-05,149950.0,2
Bullhead City,2006-07,849000.0,1
Bullhead City,2006-10,120000.0,1
Bullhead City,2007-01,117000.0,2
Bullhead City,2007-02,126500.0,2
Bullhead City,2007-05,89000.0,1
Bullhead City,2007-09,249190.0,15
Bullhead City,2007-11,282450.0,2
Bullhead City,2008-03,450500.0,4
Bullhead City,2008-06,649000.0,1
Bullhead City,2008-07,234950.0,2
Bullhead City,2008-08,395000.0,1
Bullhead City,2009-03,469700.0,2
Bullhead City,2009-04,187000.0,1
Bullhead City,2009-05,278750.0,2
Bullhead City,2009-07,391375.1923076923,26
Bullhead City,2009-10,239000.0,1
Bullhead City,2009-11,895000.0,1
Bullhead City,2009-12,699000.0,1
Bullhead City,2010-02,575000.0,1
Bullhead City,2010-03,209000.0,1
Bullhead City,2010-04,185000.0,1
Bullhead City,2010-06,249900.0,1
Bullhead City,2010-07,395000.0,1
Bullhead City,2010-10,284000.0,1
Bullhead City,2010-12,459000.0,1
Bullhead City,2011-01,152499.5,2
Bullhead City,2011-05,270144.6153846154,13
Bullhead City,2011-11,232450.0,2
Bullhead City,2012-02,269900.0,1
Bullhead City,2012-05,403000.0,1
Bullhead City,2012-07,210500.0,2
Bullhead City,2012-08,424900.0,1
Bullhead City,2012-09,284900.0,2
Bullhead City,2012-10,399900.0,1
Bullhead City,2013-01,154900.0,1
Bullhead City,2013-02,530950.0,2
Bullhead City,2013-04,264950.0,2
Bullhead City,2013-09,489900.0,1
Bullhead City,2013-10,1699000.0,1
Bullhead City,2014-02,130000.0,1
Bullhead City,2014-08,327200.0,2
Bullhead City,2014-10,1395000.0,1
Bullhead City,2014-11,449000.0,1
Bullhead City,2014-12,750000.0,1
Bullhead City,2015-03,254450.0,2
Bullhead City,2015-04,169950.0,2
Bullhead City,2015-05,207400.0,2
Bullhead City,2015-06,399000.0,1
Bullhead City,2015-07,312500.0,1
Bullhead City,2015-09,157000.0,1
Bullhead City,2015-12,598900.0,2
Bullhead City,2016-03,149500.0,1
Bullhead City,2016-05,382950.0,2
Bullhead City,2016-08,200000.0,1
Bullhead City,2016-12,226450.0,2
Bullhead City,2017-01,215000.0,1
Bullhead City,2017-04,447933.3333333333,3
Bullhead City,2017-06,549900.0,1
Bullhead City,2017-08,160000.0,1
Bullhead City,2017-09,489000.0,1
Bullhead City,2017-10,80000.0,1
Bullhead City,2017-12,425000.0,1
Bullhead City,2018-02,350000.0,1
Bullhead City,2018-04,257600.0,4
Bullhead City,2018-05,448816.6666666667,6
Bullhead City,2018-06,287000.0,2
Bullhead City,2018-07,215000.0,1
Bullhead City,2018-09,247000.0,2
Bullhead City,2018-10,339450.0,2
Bullhead City,2018-11,269900.0,2
Bullhead City,2018-12,937500.0,2
Bullhead City,2019-01,372450.0,2
Bullhead City,2019-03,334950.0,2
Bullhead City,2019-05,274900.0,2
Bullhead City,2019-06,348166.6666666667,3
Bullhead City,2019-07,195000.0,1
Bullhead City,2019-08,314450.0,2
Bullhead City,2019-09,349933.3333333333,3
Bullhead City,2019-10,355598.3333333333,3
Bullhead City,2019-11,183100.0,3
Bullhead City,2019-12,269000.0,1
Bullhead City,2020-01,404900.0,2
Bullhead City,2020-02,451500.0,1
Bullhead City,2020-03,599900.0,1
Bullhead City,2020-04,189900.0,1
Bullhead City,2020-05,395000.0,1
Bullhead City,2020-06,260000.0,1
Bullhead City,2020-08,347400.0,1
Bullhead City,2020-09,486633.3333333333,3
Bullhead City,2020-10,677450.0,2
Bullhead City,2020-11,551683.3333333334,6
Bullhead City,2020-12,337400.0,2
Bullhead City,2021-01,209500.0,2
Bullhead City,2021-02,789333.3333333334,3
Bullhead City,2021-03,405547.5,4
